Subfolder,Filename,DealNumber,Kind,NorthHand,EastHand,SouthHand,WestHand,Dealer,Student,Auction,Contract,Declarer,Lead,Analysis
Leben,deal17.html,17,BID,S:KJ5 H:KJ7 D:A96 C:KQT2,,S:Q74 H:QT965 D:83 C:A83,,North,South,1NT 2D 2NT | pass 3C pass 3H | pass 4H pass pass | pass pass pass,4H,South,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 2NT]\nWith 9 points you don't want to sign-off with 2!H. But you aren't strong enough to force to game with a 3!H bid either. So you start an invitational sequence by bidding 2NT.\nPartner says 3!C. What do you bid? [BID 3!H]\n[show NS]\n\nNow you bid 3!H. Partner will realize you have better than a sign-off, but were not good enough to bid 3!H immediately. He has a maximum, and he knows you have a 5-card suit, so he bids 4!H."
Leben,deal18.html,18,BID,S:AJ63 H:94 D:A85 C:KJT3,,S:KQ5 H:T8 D:KQ73 C:AQ74,,South,South,1NT | 2H 3H pass 4C | pass 5C pass pass | pass pass pass,5C,South,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 4!C]\n[show NS]\nPartner's bid asks if you have 4 !Ss, and denies a !H stopper. (DIRECT DENIES)\nYou don't have 4 !Ss, nor can you stop !Hs. You have no choice but to bid one of the 4-card Minor suits, so you go up-the-line and bid 4!C. Partner bids 5!C."
Leben,deal19.html,19,BID,S:K73 H:A952 D:Q5 C:AKJ5,,S:A8 H:764 D:AJ97 C:T964,,North,South,1NT 2D X | pass pass pass,2DX,East,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID double]\n[show NS]\nIt is possible your side can make 3NT on this deal. You have 9 points, invitational strength, and your !D stopper is excellent.\nHowever you should look for an even bigger reward by doubling. East is in serious trouble, and when the opponents make a mistake you should punish them."
Leben,deal20.html,20,BID,S:QT84 H:K6 D:AT7 C:KT83,,S:KJ93 H:AQ87 D:95 C:AQ7,,South,South,1NT | 2D 2NT pass 3C | pass 3D pass 3H | pass 3NT pass 4S | pass pass pass,4S,South,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 3!C]\nPartner's 2NT bid requests that you bid 3!C, so you do. He next says 3!D. What do you bid now? [BID 3!H]\n\nPartner's bid is game-forcing Stayman, but with a !D stopper (SLOW SHOWS). Holding 4 cards in each Major you bid up-the-line, 4!H. Partner now bids 3NT. What do you say? [BID 4!S]\n[show NS]\n\nPartner would not have asked for a 4-card Major unless he held one himself. Since it wasn't !Hs it must be the other one. You bid 4!S."
Major,deal01.html,1,BID,S:975 H:Q732 D:543 C:AK4,,S:A4 H:AKJ98 D:872 C:865,,South,South,1H | pass 2H pass pass | pass pass pass,2H,South,,"[show S]\nYou dealt the hand. Decide what you would say, then click on BID in the bidding section above. [BID 1!H]\n\nWith 13 points and a nice 5-card Major suit you open 1!H. Partner responds 2!H. What do you say next? [BID pass]\n[show NS]\n\nYou say pass. You have a minimum opening hand and partner has 6-10 points so no game is available."
Major,deal02.html,2,BID,S:963 H:Q752 D:K4 C:K874,,S:A4 H:AKT98 D:A72 C:QJ5,,South,South,1H | pass 2H pass 4H | pass pass pass | pass pass pass,4H,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!H]\n\nNice hand. 19 points and a good 5-card Major. You open 1!H. Partner responds 2!H. What is your next bid? [BID 4!H]\n[show NS]\n\nYou revalue to 20 points (doubleton !S) and partner has between 6 and 10. So, 26 to 30 is the total. Game should be there, but slam is out of reach. So you bid 4!H."
Major,deal03.html,3,BID,S:9872 H:K83 D:AQJ C:Q64,,S:KQJT6 H:A D:9872 C:KJ5,,South,South,1S | pass 3S pass 4S | pass pass pass | pass pass pass,4S,South,,[show S]\nYou dealt this hand. What do you bid? [BID 1!S]\n\nWith 15 points and a 5-card Major you open 1!S. Partner responds 3!S. What do you say? [BID 4!S]\n[show NS]\n\nYour 15 points gets revalued to 16/17 for the singleton. Add partner's 10-12 and you have enough for game. So you bid 4!S.
Major,deal04.html,4,BID,S:K742 H:Q8 D:A653 C:K94,,S:A8653 H:J4 D:J72 C:AQ6,,East,South,pass 1S | pass 3S pass pass | pass pass | pass pass pass,3S,South,,[show S]\nYou dealt this hand. What do you bid? [BID 1!S]\n\nWith 13 points you open 1!S. Partner responds 3!S. What do you say now? [BID pass]\n[show NS]\n\nFigure partner for 11-12 points. You have 13 but could revalue to 14 with the doubleton !H. But the truth is that your points are not very good ones. You should pass.
Major,deal05.html,5,BID,S:A73 H:A73 D:Q5 C:QJ543,,S:952 H:KJT864 D:K72 C:A,,South,South,1H | pass 2C pass 2H | pass 4H pass pass | pass | pass pass pass,4H,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!H]\n\nYou open 1!H and partner responds 2!C, showing at least 11 points. You dealt this hand. What do you bid? [BID 2!H]\n[show NS]\n\nPartner's bid forces you to bid again. You have a bare-minimum hand, but at least you have a 6-card suit which you can rebid. You say 2!H and partner raises to 4!H."
Major,deal06.html,6,BID,S:J874 H:75 D:K54 C:QJ52,,S:AK65 H:J9864 D:72 C:A3,,South,South,1H | pass 1S pass 2S | pass pass pass | | pass pass pass,2S,North,,[show S]\nYou dealt this hand. What do you bid? [BID 1!H]\n\nYou open 1!H and partner responds 1!S. It is your bid again. [BID 2!S]\n[show NS]\n\nYou have good !S support but you must tell partner of your minimum hand. So you bid 2!S and he passes.
Major,deal07.html,7,BID,S:K973 H:5 D:KQ64 C:Q876,,S:AT65 H:AK864 D:72 C:A3,,South,South,1H | pass 1S pass 3S | pass 4S pass pass | pass | pass pass pass,4S,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!H]\n\nNaturally you open 1!H. Partner responds 1!S. What do you say next? [BID 3!S]\n[show NS]\n\nPartner has at least 4 !Ss and you have 4. So you have found the 8-card Major fit. Now it is a question of finding the right level. Your job is to further describe your hand as either minimum, medium, or maximum. With 17/18 points (revalued) you are a medium, so you jump to 3!S.\nPartner bids the game."
Major,deal08.html,8,BID,S:A4 H:Q7 D:KT97 C:KQJ86,,S:KQ973 H:AT95 D:QJ3 C:T,,South,South,1S | pass 2C pass 2H | pass 3NT pass pass | pass | pass pass pass,3NT,North,,[show S]\nYou dealt this hand. What do you bid? [BID 1!S]\n\nOf course you open 1!S. Partner responds 2!C. What is your next bid? [BID 2!H]\n[show NS]\n\nPartner has shown at least 11 points and you are forced to bid again. Since the !Hs rank below !Ss you can bid them with your minimum hand. Apparently that is just what partner wanted to hear since he jumps to 3NT which you happily pass.
Major,deal09.html,9,BID,S:62 H:K973 D:A84 C:A983,,S:A9753 H:QJT5 D:KQJ C:7,,South,South,1S | pass 2H pass 4H | pass pass pass | | pass pass pass,4H,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!S]\n\nYou open 1!S and partner responds 2!H. What do you bid next? [BID 4!H]\n[show NS]\n\nPartner has shown 11+ points and at least 4 !Hs. Your hand revalues to 16 points in support of !Hs, where you know you have an 8-card fit or better. You bid 4!H confidently."
Major,deal10.html,10,BID,S:Q6 H:K873 D:A97 C:T854,,S:AKT753 H:QJ5 D:KQT C:7,,South,South,1S | pass 1NT pass 3S | pass 4S pass pass | pass | pass pass pass,4S,South,,[show S]\nYou dealt this hand. What do you bid? [BID 1!S]\n\nWe all know you will open 1!S with this hand. And after partner responds 1NT what is your next bid? [BID 3!S]\n[show NS]\n\nWith 6 of them you can rebid !Ss but you are too strong to say just 2!S. Your 17 points puts you in the Medium range where you make a jump. So you bid 3!S and partner bids 4!S.
Major,deal11.html,11,BID,S:AT2 H:K752 D:743 C:A97,,S:6 H:AQJ98 D:AK85 C:KQJ,,South,South,1H | pass 3H pass 4NT | pass 5H pass 6H | pass pass pass | pass pass pass,6H,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!H]\n\nThis is a big hand. But not quite enough to open 2!C. So you open 1!H and partner responds 3!H. Now what? [BID 4NT]\n\nYou might bid 4!D as a slam try, but it is probably just as well to go ahead and ask for Aces. So you bid 4NT and partner owns up to holding 2 Aces. What is your next bid? [BID 6!H]\n[show NS]\n\nYou have all the Aces but don't go crazy. Partner only has 11-12 points so don't think too Grand! Bid 6!H."
Major,deal12.html,12,BID,S:K5 H:AKQ75 D:K63 C:AT8,,S:987 H:T86 D:AQ85 C:632,,North,South,1H pass 2H | pass 4H pass pass | pass | | pass pass pass,4H,North,,[show S]\nThe bidding has been as shown. What do you bid? [BID 2!H]\n[show NS]\n\nWith 6 points you must respond and you should let partner know you have support for his suit. So you bid 2!H and he promptly raises to 4!H. It's a good thing he had 20 points isn't it.
Major,deal13.html,13,BID,S:742 H:KT742 D:AQ4 C:K3,,S:8 H:Q9853 D:KJ85 C:864,,North,South,1H pass 4H | pass pass pass | | | pass pass pass,4H,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 4!H]\n[show NS]\n\nWhen you have a weak, distributional hand with 5 of partner's suit an immediate jump to game is usually the best approach. If he has a good hand you will probably make the contract. If he is minimum then you might get a preemptive effect and stop your LHO from entering the bidding.\nThis is a good example. Partner may be lucky and make 4!H. But if they had had an opportunity to compete the opponents might well be able to make 4!S."
Major,deal14.html,14,BID,S:3 H:AKJ873 D:AQJ3 C:73,,S:AK972 H:Q5 D:742 C:T65,,North,South,1H pass 1S | pass 3H pass 4H | pass pass pass | | pass pass pass,4H,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 1!S]\n\nYou can't support partner's !Hs with only 2 of them so you bid your nice !S suit. Partner then jumps to 3!H. Now what do you bid? [BID 4!H]\n[show NS]\n\nHere's where a lot of players go wrong. Since they only promised 4 !Ss with their first response they think they should now rebid them to show partner they had 5. And this <b>MIGHT</b> work if it turns out partner has 3 !Ss. Not only is this a risky bid, it is unnecessary. When partner jump rebid !Hs he showed 16-18 points and 6 !Hs. So you know of an 8-card fit and you know you should be in game. Bid 4!H."
Major,deal15.html,15,BID,S:AQT93 H:A92 D:KQJ3 C:4,,S:KJ72 H:85 D:742 C:AKQ5,,North,South,1S pass 2C | pass 2D pass 4S | pass 4NT pass 5D | pass 6S all pass | pass pass pass,6S,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 2!C]\n\nAs soon as partner opens 1!S you know you will settle for nothing less than the !S game. The problem with bidding 4!S right now is that partner will take you for the ""weak-distributional-with-five-trumps"" hand. So you temporize by first bidding 2!C. Partner rebids 2!D. What do you say now? [BID 4!S]\n\nYou now jump to 4!S, completing the picture of an opening hand with good !S support. Partner bids 4NT. What say you? [BID 5!D]\n[show NS]\n\nThis is Blackwood so you answer 5!D for one Ace. Partner says 6!S."
Major,deal16.html,16,BID,S:75 H:AKT764 D:KJ C:QJT,,S:AKT8 H:9853 D:QT96 C:8,,North,South,1H pass 3H | pass 4H pass pass | pass | | pass pass pass,4H,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 3!H]\n[show NS]\n\nYou could bid 1!S. Many would do so, thinking ""I have to show partner my !S suit.""\nIn fact, you don't have to show partner your !S suit. You already know of a partnership 9-card fit in !Hs, so there is no reason to search for a possible 8-card fit in !Ss.\nWith 11 points and 4 trumps you bid 3!H, a limit raise. Partner raises to game."
Major,deal17.html,17,BID,S:A962 H:AKJ74 D:T5 C:73,,S:KQT8 H:Q6 D:QJ96 C:A96,,North,South,1H pass 1S | pass 2S pass 4S | pass pass pass | | pass pass pass,4S,South,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 1!S]\n\nYou <b>MIGHT</b> jump to 2NT to ""show your points"". However, a notrump bid now would deny a 4-card !S suit. Instead, your priority is to show that Major, so you respond 1!S. Partner bids 2!S. What do you say next? [BID 4!S]\n[show NS]\n\nPartner would not support a response which might be 4 cards unless he had 4 himself. Knowing that you have two opening hands facing each other, each containing 4 !Ss, you bid the !S game."
Major,deal18.html,18,BID,S:AT975 H:KQ D:KT5 C:AJ7,,S:KQ86 H:J76 D:QJ76 C:96,,North,South,1S pass 2S | pass 3S pass 4S | pass pass pass | | pass pass pass,4S,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 2!S]\n\nWith 4-card support you respond 2!S. Partner raises to 3!S. What do you say next? [BID 4!S]\n[show NS]\n\nPartner's bid is an invitation. You have told him you have 6-10 points and he probably has about 17-18. If you are at the high end of your 6-10 he wants you to bid game, at the low end he wants you to pass. You actually have 10, definitely high end, so you bid 4!S."
Major,deal19.html,19,BID,S:AT975 H:KQ D:A3 C:QT43,,S:KQ86 H:J76 D:J76 C:965,,North,South,1S pass 2S | pass 3C pass 3S | pass pass pass | | pass pass pass,3S,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 2!S]\n\nWith 7 points and good trumps you respond 2!S. Partner now bids 3!C. What do you bid next? [BID 3!S]\n[show NS]\n\nAgain partner is inviting you to bid game. He wants you to bid it if you are at the top of your 6-10 range, and he wants you to particularly promote any Help you can give him in !Cs.\nYou are at the bottom of your range and you have no help in !Cs, so you just return to !Ss. Partner passes."
Major,deal20.html,20,BID,S:AK42 H:AKJ53 D:J72 C:T,,S:93 H:QT6 D:KQT3 C:9654,,North,South,1H pass 2H | pass 3D pass 4H | pass pass pass | | pass pass pass,4H,North,,"[show S]\nThe bidding has been as shown. What do you bid? [BID 2!H]\n\nYour only reasonable response is 2!H. Partner now bids 3!D. What do you say? [BID 4!H]\n[show NS]\n\nWith 8 points you are right in the middle of the 6-10 points you promised. So you could either accept partner's invitation or decline it. BUT, he said you should particularly look at any Help you could provide in !Ds. Since you have lots of good stuff in that suit you upgrade your 8 points and bid 4!H."
Michaels,deal01.html,1,BID,S:K93 H:74 D:QJ65 C:A832,,S:QJ864 H:AT983 D:3 C:76,,East,South,1D 2D | pass 2S pass pass | pass pass pass,2S,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!D]\n\nA perfect Michaels example; 5-5 in the Majors and 9 points. You bid 2!D and partner says 2!S. What do you bid next? [BID pass]\n[show NS]\n\nYou have a rather minimum Michaels type hand and you asked partner to choose a Major suit. He chose !Ss. But don't start thinking about what great support you have for his !S suit, he doesn't <b>HAVE</b> a !S suit, he is just supporting yours. In other words, you pass."
Michaels,deal02.html,2,BID,S:AT863 H:AT974 D:86 C:5,,S:J95 H:K83 D:AJT5 C:976,,West,South,1C 2C pass 2H | pass pass pass,2H,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!H]\n[show NS]\n\nYou have a fair hand with a guaranteed 8-card fit in either Major. You are not, however, strong enough to jump the bidding. So you bid 2!H, which is passed out."
Michaels,deal03.html,3,BID,S:A642 H:Q873 D:Q3 C:A95,,S:75 H:9 D:KT974 C:KQJ63,,East,South,1H 2NT | pass 3C pass pass | pass pass pass,3C,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2NT]\n\nYou have a pretty good hand for an Unusual Notrump, but not so good that you wouldn't use the convention. You bid 2NT and partner says 3!C. What do you say next? [BID pass]\n[show NS]\n\nAs mentioned, you have a pretty good hand, but partner only bid because you forced him to and he showed nothing more than minimum. So you pass."
Michaels,deal04.html,4,BID,S:96 H:4 D:KQJ84 C:KQT75,,S:J75 H:AJ973 D:965 C:J2,,West,South,1S 2NT pass 3D | pass pass pass,3D,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3!D]\n[show NS]\n\nYour best suit is !Hs. But partner didn't ask you to bid !Hs, he asked you to pick a Minor. You know you will have an 8-card fit in !Ds so you take the safe approach and bid 3!D. Everybody passes."
Michaels,deal05.html,5,BID,S:863 H:K7532 D:A975 C:Q,,S:7 H:JT984 D:6 C:KJT532,,East,South,1S 2S | pass 4H pass pass | pass pass pass,4H,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!S]\n\nOf course you bid a Michaels Cue-Bid of 2!S. Partner says 4!H. What do you bid now? [BID pass]\n[show NS]\n\nPartner's jump might indicate he has a really good hand, or he might just have a really good fit. You certainly don't have the strength to make another move so you pass. A good thing, too. Partner might get lucky and make this but it looks like the other guys are cold for 4!S. Even if partner loses 2 !H tricks and goes down 1 it will turn out to be a good sacrifice."
Michaels,deal06.html,6,BID,S:74 H:6 D:J9873 C:AQT85,,S:AKT6 H:AKJ9 D:K6 C:KJ2,,West,South,1H 2NT pass 3NT | pass pass pass | | pass pass pass,3NT,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3NT]\n[show NS]\n\nYou have no idea what you can make with this hand. Slam in one of the minors may be possible, but maybe not. You decide to try 3NT."
Michaels,deal07.html,7,BID,S:A93 H:A6 D:Q9842 C:KQJ,,S:87 H:QJ984 D:KJT53 C:2,,East,South,1C 2NT | pass 4D pass pass | pass pass pass,4D,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2NT]\n\nWith the two lowest unbid suits you bid 2NT. Partner jumps to 4!D. What do you bid? [BID pass]\n[show NS]\n\nPartner probably has a good hand, but he might just be preempting. Assuming he is inviting you to bid game you have a tough decision. You are not very strong but you might have been a couple of points weaker. It is strictly a judgement call and we decide to pass.\nAs you can see, <b>IF</b> they open the lead with a !C, and <b>IF</b> the !H finesse then works, you can make 5!D."
Michaels,deal08.html,8,BID,S:K9874 H:QJT96 D:5 C:74,,S:AJT6 H:74 D:A76 C:AT95,,West,South,1D 2D pass 3S | pass 4S pass pass | pass pass pass,4S,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3!S]\n[show NS]\n\nAs you have figured out by now, using Michaels Cue-Bids / Unusual Notrump is sometimes hard to tie down. Here you have 13/14 points and if you figure partner for 9 that won't be enough for game. But, those two Minor Aces are worth a lot when you figure partner has only 3 Minor suit cards.\nSo let's say you decide to just invite with 3!S. Partner takes you to game.\nYou will surely make this game if trumps split 2-2. If they don't then you will have to hope for a defensive mistake."
Michaels,deal09.html,9,BID,S:KQJ7 H:6 D:974 C:K8654,,S:T H:QJ984 D:KJT53 C:J2,,East,South,1S 2S | pass 2NT pass 3D | pass pass pass,3D,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!S]\n\nWith 5 cards in the ""other"" Major and a 5-card Minor you bid 2!S, Michaels of course. Partner bids 2NT. What do you say next? [BID 3!D]\n[show NS]\n\nIs it possible that partner wants to play Notrump? Not at all. He hates !Hs and wants you to bid your Minor suit. So you say 3!D and he passes."
Michaels,deal10.html,10,BID,S:KQ H:AKQ83 D:QJT54 C:3,,S:T6 H:74 D:K763 C:AT965,,West,South,1C 2NT pass 3D | pass 4D pass 5D | pass pass pass,5D,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3!D]\n\nPartner asked you to choose between !Hs and !Ds so you bid 3!D. He then raises you to 4!D. What do you bid? [BID 5!D]\n[show NS]\n\nIf you say to yourself ""I only have 7 HCP"" then you might pass. But if you say ""Partner invited me to bid game, even though I might have no points and only 3 trumps. I'm a lot better than that."", then you will accept the invitation. So you bid 5!D and everybody passes."
Michaels,deal11.html,11,BID,S:KT93 H:J652 D:K6 C:KQ5,,S:AQJ65 H:9 D:AQT53 C:63,,East,South,1H 1S | pass 2H pass 4S | pass pass pass,4S,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 1!S]\n\nWith 5 cards in the ""other"" Major and a 5-card Minor suit this looks like an ideal Michaels Cue-Bid, right? No, not really. While it would not be a capital offense to bid 2!H here, it generally works out better with 13-16 point hands to just overcall in your higher-ranking suit. You bid 1!S. Partner responds 2!H. What do you bid? [BID 4!S]\n[show NS]\n\nPartner's cue-bid shows a limit-raise or better in !Ss. So you bid 4!S without the blink of an eye."
Michaels,deal12.html,12,BID,S:AT983 H:8 D:75 C:QJT74,,S:6 H:K642 D:KT93 C:K865,,West,South,1H 2H pass 2NT | pass 3C pass pass | pass pass pass,3C,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2NT]\n\nPartner is 5-5 in !Ss and one of the Minor suits. Forget !Ss, you want him to bid the Minor. So you bid 2NT. Partner says 3!C. What do you bid now? [BID pass]\n[show NS]\n\nPartner only made a minimum bid, so you have no choice but to pass."
Michaels,deal13.html,13,BID,S:762 H:J95 D:QJ8 C:7542,,S:AK853 H:KQT74 D:5 C:A3,,East,South,1D 2D | pass 2H pass 3H | pass pass pass,3H,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!D]\n\nWith 18 points and 5-5 Major suits you are up in the high-level Michaels category. You bid 2!D and partner responds 2!H. What do you bid next? [BID 3!H]\n[show NS]\n\nYes, you have a high-level Michaels hand but don't get carried away. Remember that you forced partner to bid. Any bid at all by you at this point will show 17+ points, so you just raise to 3!H. Partner has a weak hand and passes."
Michaels,deal14.html,14,BID,S:94 H:AT964 D:KQ652 C:8,,S:QJT8765 H:83 D:74 C:A6,,West,South,1C 2NT pass 3S | pass pass pass,3S,South,,[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3!S]\n[show NS]\n\nPartner wants you to bid !Hs or !Ds. You figure that in either of the red suits you will have a 7-card fit. You hope to do better than that in !Ss. So you bid 3!S and everybody passes.
Michaels,deal15.html,15,BID,S:J943 H:J6 D:T764 C:976,,S:KQT62 H:AKQ74 D:5 C:A3,,East,South,1C 2C | pass 2S pass 4S | pass pass pass,4S,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!C]\n\nYou have 20 points and two good 5-card Majors so you bid a Michaels 2!C. Partner responds 2!S. What do you say next? [BID 4!S]\n[show NS]\n\nPartner may have as few as zero points and as many as 13 or so. You <b>COULD</b> bid an invitational 3!S, but if he has only 5 or 6 points he will pass. Looking at your hand you only need to find partner with !S J x x to have a good shot at game. So go ahead and bid 4!S.\nWill you look at that. Partner has only 2 points, but what great ones to have!"
Michaels,deal16.html,16,BID,S:K9852 H:A9432 D:T5 C:9,,S:A6 H:KQT8 D:742 C:AK65,,West,South,1D 2D pass 4H | pass pass pass,4H,South,,[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 4!H]\n[show NS]\n\nPartner has 5 of each Major suit so you know of a good 9-card !H fit. You have a nice hand and must decide between inviting with 3!H or bidding the game on your own. You decide to bid the game so you say 4!H and everybody passes.
Michaels,deal17.html,17,BID,S:A73 H:AK D:AQ63 C:T853,,S:4 H:6 D:K8752 C:QJ9764,,East,South,1S 2NT | pass 3S pass 4C | pass 5C pass pass | pass pass pass,5C,South,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2NT]\n\nThis is a really good hand for Unusual Notrump. You bid 2NT and partner says 3!S. What do you say now? [BID 4!C]\n[show NS]\n\nPartner apparently has a big hand. His cue-bid is forcing, and probably means he wants to be in game. But for now you can just show your minimum strength and give a suit preference. You bid 4!C and partner raises to 5!C."
Michaels,deal18.html,18,BID,S:QJ753 H:A9842 D:K5 C:4,,S:T4 H:J6 D:QT9742 C:K65,,West,South,1C 2C 3C pass | pass pass pass,3C,West,,[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID pass]\n[show NS]\n\nMany times at Bridge you want to fight for the contract. This isn't one of them. With 6 HCP and only four cards total in partner's two suits just let the opponents have it. You pass.
Michaels,deal19.html,19,BID,S:7 H:62 D:A64 C:AKQ8743,,S:QT652 H:KQ973 D:7 C:J9,,East,South,1D 2D | pass 3C pass pass | pass pass pass,3C,North,,"[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 2!D]\n\nWith two 5-card Majors of course you bid 2!D. Partner responds 3!C. What do you say now? [BID pass]\n[show NS]\n\nThis wasn't according to your script. Partner was supposed to choose a Major. The reason he didn't, of course, is that he didn't like either one and figured you would be better in !Cs. So you pass."
Michaels,deal20.html,20,BID,S:KJT52 H:A9743 D:62 C:T,,S:Q874 H:T65 D:7 C:A9752,,West,South,1D 2D 3D 3S | pass pass pass,3S,South,,[show S]\nThe bidding has been as shown. It is your bid. What do you say? [BID 3!S]\n[show NS]\n\nYou don't have a great hand but you <b>DO</b> have 4 !Ss. So don't let the opponents have a 3-level contract when your side has 9 !Ss. Bid 3!S.\nNote: See the Law of Total Tricks Lesson on this topic.
Minor,deal01.html,1,BID,S:K73 H:QT62 D:J5 C:J874,,S:A4 H:KJ98 D:9872 C:KQ5,,South,South,1D | pass 1H pass 2H | pass pass pass,2H,North,,"[show S]\nYou dealt this hand. Decide what you would say, then click BID above. [BID 1!D]\n\nWith 13 points you will open. You cannot bid 1!H with only 4 of them, so you say 1!D. Partner responds 1!H and it is your bid again. [BID 2!H]\n[show NS]\n\nPartner's response is forcing. He might have anywhere from 6 points to about 17. With a minimum opener and 4-card support for his Major suit you bid 2!H. Partner passes."
Minor,deal02.html,2,BID,S:762 H:Q96 D:J92 C:AQ96,,S:AQJ5 H:KJ4 D:KT53 C:72,,South,South,1D | pass 1NT pass pass | pass pass pass,1NT,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!D]\n\nYou are not strong enough to open 1NT, but too strong to pass. You bid 1!D. Partner responds 1NT. What do you say next? [BID pass]\n[show NS]\n\nYou are not strong enough to open 1NT, but too strong to pass. You bid 1!D. Partner responds 1NT. What do you say next?\nWith that small doubleton in !Cs it is very tempting to rescue partner from 1NT by bidding 2!S. There are three good reasons why you don't. First, bidding 1!D followed by 2!S is a <b>REVERSE</b>, which shows a strong hand, perhaps 16-17 points or more. Second, and even more important, partner's 1NT bid <b>DENIES</b> a 4-card Major suit. And third, partner probably has something in !Cs since he has no 4-card Major and also didn't feel like supporting your !Ds.\nSo you pass and hope for the best."
Minor,deal03.html,3,BID,S:653 H:K872 D:873 C:KQ5,,S:AK97 H:AQJ5 D:5 C:A864,,South,South,1C | pass 1H pass 4H | pass pass pass,4H,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!C]\n\nThe !H and !S suits look really good, but neither of them are 5 cards, so you open 1!C. Partner responds 1!H. What is your next bid? [BID 4!H]\n[show NS]\n\nPartner's bid shows 6-10 points and at least 4 !Hs. Since you now know there is an 8-card Major suit fit you revalue your hand, adding 2 more points for the singleton !D.\nThat gives you 20 points; add partner's 6-10 and you have enough for game. She who knows, goes, so you bid 4!H."
Minor,deal04.html,4,BID,S:K8654 H:A86 D:742 C:95,,S:AT97 H:75 D:AK C:AT832,,South,South,1C | pass 1S pass 3S | pass 4S all pass pass pass,4S,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!C]\n\nYou have the right strength but the wrong distribution to open 1NT. So you bid 1!C. Partner responds 1!S. What do you say next? [BID 3!S]\n[show NS]\n\nWith partner's !S bid giving you a fit, your hand revalues to 18 points. If partner has only 6 or 7 points there is not enough for game, but if he has more than that then you should bid game.\nWhen you are in-between like this you just invite. So you jump to 3!S. This tells partner to bid game if he has more than the minimum for his bid. He has 9 revalued points, so he bids 4!S."
Minor,deal05.html,5,BID,S:Q73 H:KT3 D:KT4 C:AQT2,,S:KJT8 H:QJ96 D:A65 C:K9,,South,South,1D | pass 2NT pass 3NT | pass pass pass,3NT,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!D]\n\nThis is the one situation when you open a 3-card !D suit; two 4-card Majors, three !Ds and two !Cs, but not enough strength to open 1NT.\nPartner responds 2NT. What do you bid? [BID 3NT]\n[show NS]\n\nPartner's bid shows 13-16 points, balanced. And most importantly, it denies holding a 4-card Major suit. So you do not consider bidding either your !Hs or !Ss, but just bid 3NT."
